data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,inter1,interaction,region,country,admin1,admin2,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1359896,566,NIG11788,11788,29 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Bassa,Igwara,9.9667,8.7167,2,The Guardian (Lagos),National,"Fulanis attack Nkiedoro, Rafin Bauna and another unnamed village in Bassa LGA in response to a military air strikes against Funali locations in Adamawa State. Four deaths among the three villages.",1,1524053825,NGA
1359898,566,NIG11791,11791,29 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Nasarawa,Keana,Kadarko,8.2333,8.5667,1,Vanguard (Lagos),National,"Suspected Funalis attack Kadarko, killing seven.",7,1524053825,NGA
1359899,566,NIG11777,11777,29 January 2018,2018,2,Remote violence,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Adamawa,Demsa,Kokumso,9.4167,12.05,1,The Guardian (Lagos),National,"Nigerian air forces launch a series of strikes against Fulani positions in in Lawaru, Dong, Kodomti (Kokumso), Shafaron and Nzuruwei villages in Adamawa State on or before 29/01. 39 dead, 51 injured. In response, Fulani militias attacked several villages in Bassa LGA, including Nkiedoro and Rafin Bauna, killing four.",8,1524053825,NGA
1359900,566,NIG11778,11778,29 January 2018,2018,2,Remote violence,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Adamawa,Demsa,Laweru,9.4056,11.9342,1,The Guardian (Lagos),National,"Nigerian air forces launch a series of strikes against Fulani positions in in Lawaru, Dong, Kodomti (Kokumso), Shafaron and Nzuruwei villages in Adamawa State on or before 29/01. 39 dead, 51 injured. In response, Fulani militias attacked several villages in Bassa LGA, including Nkiedoro and Rafin Bauna, killing four.",8,1524053825,NGA
1359902,566,NIG11779,11779,29 January 2018,2018,2,Remote violence,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Adamawa,Numan,Nzuruwei,9.45,11.9333,1,The Guardian (Lagos),National,"Nigerian air forces launch a series of strikes against Fulani positions in in Lawaru, Dong, Kodomti (Kokumso), Shafaron and Nzuruwei villages in Adamawa State on or before 29/01. 39 dead, 51 injured. In response, Fulani militias attacked several villages in Bassa LGA, including Nkiedoro and Rafin Bauna, killing four.",7,1524053825,NGA
1359903,566,NIG11785,11785,29 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Bassa,Rafin Bauna,9.8667,8.7833,1,The Guardian (Lagos),National,"Fulanis attack Nkiedoro, Rafin Bauna and another unnamed village in Bassa LGA in response to a military air strikes against Funali locations in Adamawa State. Four deaths among the three villages.",2,1524053825,NGA
1359895,566,NIG11789,11789,29 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,This Day (Lagos),National,"Suspected herdsmen attacked Tse-Torkula, a Tiv community in Guma Local Government Area of Benue State. ""Scores"" injured.",0,1524053825,NGA
1360120,566,NIG11773,11773,28 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Bassa,Miango,9.85,8.7333,1,The Sun (Nigeria),National,Two persons were killed in an ambush by suspected Fulani herdsmen in Ariri and Tafi-Gene villages of Jebu-Miango in Bassa Local Government Area of Plateau State. One of the two may have been beheaded.,2,1524053825,NGA
1360119,566,NIG11772,11772,28 January 2018,2018,1,Strategic development,Fulani Ethnic Militia (Nigeria),4,40,Western Africa,Nigeria,Nasarawa,Keana,Kadarko,8.2333,8.5667,1,Vanguard (Lagos),National,"Property destruction: Suspected Funalis attack Kadarko, kill 73 head of cattle. No human causality reported.",0,1524053825,NGA
1360121,566,NIG11774,11774,28 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Wukari,Wukari,7.85,9.7833,2,This Day (Lagos),National,"A Tarab State lawmaker escapes with injury following an attack on Gidin Dorowa, in suburban Wukari. A farmer was killed in a similar attack the previous day.",0,1524053825,NGA
1360317,566,NIG11770,11770,27 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Bassa,Bassa,9.9333,8.7333,2,The Nation (Nigeria),National,Three civilians are killed in a Fulani attack on rural Bassa LGA at a location known as Huke.,3,1524053826,NGA
1360319,566,NIG11769,11769,27 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Edo,Akoko-Edo,Igarra,7.2827,6.0878,1,The Guardian (Lagos),National,"Suspected Fulani attackers shoot and kill a bus driver in Igarra. The perpetrator was later arrested. Several youths gathered at the police station which held the suspect, demanding the police release the perpetrator to face their ""jungle justice.""",1,1524053826,NGA
1360321,566,NIG11771,11771,27 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Wukari,Wukari,7.85,9.7833,2,This Day (Lagos),National,"A farmer is killed in a Fulani attack on Gidin Dorowa, in suburban Wukari.",1,1524053826,NGA
1360610,566,NIG11764,11764,25 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Bassa,Bassa,9.9333,8.7333,2,Vanguard (Lagos),National,"At least three people were killed in central Plateau state when Fulani herders attacked Jebu-Bassa, a farming village of Irigwe people.",3,1524053826,NGA
1360737,566,NIG11754,11754,25 January 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,44,Western Africa,Nigeria,Plateau,Bokkos,Daffo,9.2333,8.85,2,Daily Independent (Nigeria),National,"A woman and two men were killed in a communal clash involving Fulanis over mud building blocks in Josho, a village in Daffo District of Bokkos Local Government, Plateau State. A source from the village said that several others were injured in the fracas that took place in the morning. A second, later report from the same source claims six deaths.",6,1524053826,NGA
1360738,566,NIG11760,11760,25 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Daily Independent (Nigeria),National,Fulanis kill a police officer and set a farmer alight in Guma LGA on 25/01. The farmer was wonded and taken to a hospital. It is believed each attack was separate and in different areas of the LGA.,0,1524053826,NGA
1360739,566,NIG11753,11753,25 January 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Daily Independent (Nigeria),National,Fulanis kill a police officer and set a farmer alight in Guma LGA on 25/01. The farmer was wonded and taken to a hospital. It is believed each attack was separate and in different areas of the LGA.,1,1524053826,NGA
1360740,566,NIG11759,11759,25 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Bassa,Miango,9.85,8.7333,1,Daily Independent (Nigeria); Nigerian Tribune,National,"Three persons were killed (later raised to 5), several injured and property destroyed by Fulani gunmen in Jebbu-Miango community in Bassa Local Government area of the state.",5,1524053826,NGA
1360741,566,NIG11755,11755,25 January 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,44,Western Africa,Nigeria,Plateau,Riyom,Riyom,9.6333,8.7667,2,Daily Independent (Nigeria),National,At least one dead in a clash between Fulanis and locals at Riyom LGA.,1,1524053826,NGA
1360960,566,NIG11751,11751,24 January 2018,2018,1,Strategic development,Fulani Ethnic Militia (Nigeria),4,40,Western Africa,Nigeria,Ogun,Obafemi Owode,Owode,6.9486,3.5051,2,Vanguard (Lagos),Subnational,"Property destruction: Fulanis attack and destroy a farm in Papalanto, Obafemi-Owode LGA. No human casuality reported.",0,1524053826,NGA
1360961,566,NIG11752,11752,24 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Ogun,Egbado North,Yewa Mata,6.95,2.9167,1,Daily Independent (Nigeria),National,"Fulanis attack farmers in Yewa community ""last week"" (source dated 27/01). Two deaths reported.",2,1524053826,NGA
1360838,566,NIG11811,11811,24 January 2018,2018,2,Strategic development,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Ogun,Imeko-Afon,Imeko,7.45,2.85,2,Vanguard (Lagos),National,Property destruction: Fulanis attack Ketu area (Imeko-Afon LGA) 'three days after a stakeholders' meeting was held with the state [two weeks ago]' (source dated 5 Feb). The attack destroyed 30 schools.,0,1524053826,NGA
1361400,566,NIG11741,11741,22 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Bassa,Bassa,9.9333,8.7333,2,Daily Trust (Abuja),National,Five people have been killed in attack and a counter-attack between Irigwe and Fulani youths in Bassa Local Government Area of Plateau State. Sources within Bassa said the residents found Monday evening the corpse of three Irigwe youths alleged to have been killed by Fulani herders. Two Fulani youths were equally killed around Kamarun Chawai on Tuesday by youths believed to be Irigwe.,3,1524053826,NGA
1361403,566,NIG11740,11740,22 January 2018,2018,1,Strategic development,Fulani Ethnic Militia (Nigeria),4,40,Western Africa,Nigeria,Oyo,Afijio,Lagun,7.7122,3.9628,1,The Nation (Nigeria),National,Property destruction: Fulani attackers destroy 150 acres of farm settlement at Lagun in Oyo State. No civilian involvement.,0,1524053826,NGA
1361649,566,NIG11737,11737,21 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Adamawa,Numan,Numan,9.4667,12.0333,2,Vanguard (Lagos),Subnational,"Some people have been reported killed and many homes destroyed in a violent reprisal attacks in Numan Local Government Area in Adamawa State between Fulani and Bachama communities. The suspected Fulani herdsmen who invaded Kikon village in the early hours of Sunday shooting sporadically while most villagers were asleep. The Bachama soonafter retaliated, launching counter-attacks on Dowayan-waja and Lure villages ""burning everything in sight."" Three dead in each attack.",3,1524053827,NGA
1361648,566,NIG11735,11735,21 January 2018,2018,1,Strategic development,Fulani Ethnic Militia (Nigeria),4,40,Western Africa,Nigeria,Ondo,Akure North,Ilado,7.1993,5.2738,1,Vanguard (Lagos),Subnational,"Property destruction: Fulani Herdsmen have stormed the farm of former Secretary to the Government of the Federation, Chief Olu Falae, located at Ilado near Akure, the Ondo state capital, setting it on fire. No reported injury.",0,1524053827,NGA
1361651,566,NIG11738,11738,21 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Delta,Ughelli North,Ovwori,5.5983,5.9137,1,Vanguard (Lagos),Subnational,"Suspected Fulanis attack Ovwori community, raping a woman and injuring three others. The attack is believe to be a reprisal for earlier violence.",0,1524053827,NGA
1362025,566,NIG11732,11732,19 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Ogun,Imeko-Afon,Imeko,7.45,2.85,1,Nigerian Tribune,National,Suspected Fulanis attack and kill a farmer in Imeko. Date of the attack is not known - source dated 19/01.,1,1524053827,NGA
1362026,566,NIG11734,11734,19 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Delta,Aniocha North,Onicha-Olona,6.3709,6.5668,1,Nigerian Tribune,National,A farmer is attacked and killed by Fulani attackers in Onicha-Olona.,1,1524053827,NGA
1362306,566,NIG11731,11731,18 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Ekiti,Idosi-Osi,Orin,7.8323,5.2382,1,Vanguard (Lagos),National,"Suspected Fulanis attack Tiv civilians, killing a pregnant woman and injuring others.",1,1524053827,NGA
1362438,566,NIG11718,11718,17 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Gassol,Gassol,8.5333,10.4667,1,The Nation (Nigeria),National,Six are killed in a Fulani attack on Gassol on either 16/01 or 17/01.,6,1524053827,NGA
1362439,566,NIG11722,11722,17 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,This Day (Lagos),National,"Fulanis attack locations in three Benue LGAs (Guma, Logo and Okpokwu), killing five total. Exact place names not provided.",2,1524053827,NGA
1362440,566,NIG11719,11719,17 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Ibi,Ibi,8.1833,9.75,2,The Nation (Nigeria),National,"No fewer than nine people were killed in separate Fulani attacks in Gishiri, Dooshima and Danwaza villages of Taraba State. The attacks occurred over two days, 16/01 and 17/01. It is not known which attacks occurred on each day.",3,1524053827,NGA
1362442,566,NIG11723,11723,17 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Okpokwu,Okpoga,7.0336,7.8134,2,This Day (Lagos),National,"Fulanis attack locations in three Benue LGAs (Guma, Logo and Okpokwu), killing five total. Exact place names not provided.",2,1524053827,NGA
1362443,566,NIG11724,11724,17 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,This Day (Lagos),National,"Fulanis attack locations in three Benue LGAs (Guma, Logo and Okpokwu), killing five total. Exact place names not provided.",1,1524053827,NGA
1362444,566,NIG11720,11720,17 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Wukari,Wukari,7.85,9.7833,1,The Nation (Nigeria),National,Eleven are killed in a Fulani attack on Wukari on either 16/01 or 17/01.,11,1524053827,NGA
1362654,566,NIG11712,11712,16 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Lau,Donadda,9.2834,11.4497,1,The Nation (Nigeria),National,Two people were killed on 16/01 when Fulani gunmen attacked Donnada village in Lau Local Government area,2,1524053828,NGA
1362655,566,NIG11713,11713,16 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Wukari,Gishiri River,7.8333,9.6833,1,The Nation (Nigeria),National,"No fewer than nine people were killed in separate Fulani attacks in Gishiri, Dooshima and Danwaza villages of Taraba State. The attacks occurred over two days, 16/01 and 17/01. It is not known which attacks occurred on each day.",3,1524053828,NGA
1362656,566,NIG11715,11715,16 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Ibi,Ibi,8.1833,9.75,2,The Sun (Nigeria),National,"Armed Fulani men attacked Karmen community in Ibi Local Government Area of Taraba State. In the attack a local traditional ruler was reportedly killed. There is some dispute to the date; either 15/01, 16/01, 17/01.",1,1524053828,NGA
1362659,566,NIG11714,11714,16 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Ibi,Kauyen Danwaza,8.1279,9.7673,1,The Nation (Nigeria),National,"No fewer than nine people were killed in separate Fulani attacks in Gishiri, Dooshima and Danwaza villages of Taraba State. The attacks occurred over two days, 16/01 and 17/01. It is not known which attacks occurred on each day.",3,1524053828,NGA
1363375,566,NIG11695,11695,13 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Kaduna,Birnin-Gwari,Birnin-Gwari,11.0154,6.7804,2,The Sun (Nigeria),National,"Suspected Fulanis attacked Dangaji village and Ungwan Gajere villages of Birnin-Gwari LGA over two days, leaving 10 dead.",5,1524053828,NGA
1363598,566,NIG11693,11693,12 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Kaduna,Birnin-Gwari,Birnin-Gwari,11.0154,6.7804,2,The Sun (Nigeria),National,"Suspected Fulanis attacked Dangaji village and Ungwan Gajere villages of Birnin-Gwari LGA over two days, leaving 10 dead.",5,1524053828,NGA
1364545,566,NIG11678,11678,08 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Edo,Akoko-Edo,Oja,7.3833,6.25,1,The Nation (Nigeria),National,Five Fulani attackers injured the hand of a Hausa farmer after a refusal to provide food. Date not entirely clear; source marked 08/01.,0,1524053829,NGA
1364546,566,NIG11677,11677,08 January 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,The Nation (Nigeria),National,"Two mobile police officers are killed by Fulani militia in Awashuwa village, Logo Local Government Area (LGA) of Benue state.",2,1524053829,NGA
1639758,566,NIG11672,11672,06 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Lau,Lau,9.2167,11.2833,2,Vanguard (Lagos),Subnational,"At least twelve (a figure later raised to 55) are dead following a series of tit-for-tat attacks between Fulanis and Bachama groups in Lau LGA. The violence began on 05/01 when Bachama militias attacked three Fulani settlements at Donadda, Babagasa and Katibu. Fulanis retaliated the following day, attacking the Bachama village of Robi. Fatality figures vary: authorities recorded four deaths in the Fulani settlements and eight in the Bachama village, though residents of the area believe the totals could be as high as 40.",18,1529947889,NGA
1364895,566,NIG11668,11668,06 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Tsevii,7.7718,9.2439,1,Vanguard (Lagos),National,"Fulanis attack Tse Akombo, Tse Vii and Tse Agule villages of Logo LGA over two days. 16 dead, including a village head of one of the communities.",4,1524053829,NGA
1364896,566,NIG11669,11669,06 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,Vanguard (Lagos),National,"Fulanis attack Tse Akombo, Tse Vii and Tse Agule villages of Logo LGA over two days. 16 dead, including a village head of one of the communities.",4,1524053829,NGA
1365132,566,NIG11664,11664,05 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Tsevii,7.7718,9.2439,1,Vanguard (Lagos),National,"Fulanis attack Tse Akombo, Tse Vii and Tse Agule villages of Logo LGA over two days. 16 dead, including a village head of one of the communities.",4,1524053830,NGA
1365133,566,NIG11665,11665,05 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,Vanguard (Lagos),National,"Fulanis attack Tse Akombo, Tse Vii and Tse Agule villages of Logo LGA over two days. 16 dead, including a village head of one of the communities.",4,1524053830,NGA
1365349,566,NIG11660,11660,04 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Ondo,Akure South,Akure,7.2526,5.1931,2,Vanguard (Lagos),National,"Fulanis attack and kill a woman, destroy her farm in Adodoye on 04/01.",1,1524053830,NGA
1365543,566,NIG11651,11651,03 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,This Day (Lagos),National,One person was killed in Mbayer Yandev Council Ward of Guma Local Government Area in Benue State by Fulani attackers on 03/01.,1,1524053830,NGA
1365545,566,NIG11649,11649,03 January 2018,2018,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,44,Western Africa,Nigeria,Nasarawa,Keana,Keana,8.1333,8.8,2,Vanguard (Lagos),National,Fulani militia allegedly kill three Tiv farmers Keana LGA. It was reported the farmers organized a militia following the attacks on civilians to resist the attackers. It is not clear if the militias were successful. The violence may have occurred over several days.,0,1524053830,NGA
1365551,566,NIG11652,11652,03 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,This Day (Lagos),National,Fulanis attacked Anyii in Logo LGA on 03/01. Outcome not known.,0,1524053830,NGA
1365546,566,NIG11653,11653,03 January 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Nasarawa,Keana,Keana,8.1333,8.8,2,Daily Independent (Nigeria),National,"Fulani militia allegedly kill three Tiv farmers in Keana LGA. It was reported the farmers organized a militia following the attacks on civilians to resist the attackers. It is not clear if the militias were successful. A fourth victim is reported by the source, though the details leading to his death are not provided. The locations of the attacks were Tse Kwaghtser-Tunga settlement, Kuduku, Nyashashu, Obosidoma and Kaambe - Jangaru.",4,1524053830,NGA
1365772,566,NIG11643,11643,02 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos); The Nation (Nigeria),National,"Fulanis attack six Benue communities (Tom-Atar, Umenge and Akor villages in Guma, and Ayilamo, Turan, Ngambe-Tiev in Logo Local Government Area) over two days. 73 reported dead the following week. Eight of the suspected assailants were soon after arrested. 40,000 displaced.",19,1524053830,NGA
1365774,566,NIG11644,11644,02 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,Vanguard (Lagos); The Nation (Nigeria),National,"Fulanis attack six Benue communities (Tom-Atar, Umenge and Akor villages in Guma, and Ayilamo, Turan, Ngambe-Tiev in Logo Local Government Area) over two days. 73 reported dead the following week. Eight of the suspected assailants were soon after arrested. 40,000 displaced.",18,1524053830,NGA
1365978,566,NIG11639,11639,01 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Nasarawa,Awe,Awe,8.1,9.1333,2,Daily Independent (Nigeria),National,"A Tiv man is macheted to death by suspected Fulanis at Gidan Wurji in Awe Local Government Area while moving his farm produce to Awe town. A second vicim was gunned down along Awe-Tunga road in the same area later in the day. Two others were killed at Bakin Kortaa, a border settlement which is about 12 kilometres from the Benue/Nasarawa border at about 7p.m. - - four total.",4,1524053830,NGA
1365979,566,NIG11637,11637,01 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos); The Nation (Nigeria),National,"Fulanis attack six Benue communities (Tom-Atar, Umenge and Akor villages in Guma, and Ayilamo, Turan, Ngambe-Tiev in Logo Local Government Area) over two days. 73 reported dead the following week. Eight of the suspected assailants were soon after arrested. 40,000 displaced.",18,1524053830,NGA
1365986,566,NIG11638,11638,01 January 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,Vanguard (Lagos); The Nation (Nigeria),National,"Fulanis attack six Benue communities (Tom-Atar, Umenge and Akor villages in Guma, and Ayilamo, Turan, Ngambe-Tiev in Logo Local Government Area) over two days. 73 reported dead the following week. Eight of the suspected assailants were soon after arrested. 40,000 displaced.",18,1524053830,NGA
